rec_id,given_name,surname,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
rec-274-dup-3,charlotte,orchard,dickinson street,kalinda park,narellan,4551,wa,19850330,3193520
rec-403-org,jessica,schumann,wilkinson street,tintagel,penrith,4111,qld,19160902,1077134
rec-679-dup-1,wilh,hefford,solly place,margaret river carvn park,port pirie,5000,nsw,19520917,1267536
rec-1970-dup-1,daniel,tqow,,glenlee,blakeview,5089,sa,19310724,9926473
rec-201-dup-0,daniel,riding,antill street,,,6001,tas,19090516,2525592
rec-1138-org,jaykob,clarke,mileham street,kimberley,dalby,2170,wa,19000919,9245172
rec-80-dup-3,karla,rump,hilder street,,normabhurst,3219,wa,19010414,7537136
rec-1122-org,jake,berry,boolee street,noss,burleigh waters,2133,qld,19121215,3029548
rec-1852-org,flynn,crea,,berkeley village,lismore,2068,nsw,19610318,7062906
rec-173-org,bailey,mazurkiewicz,o'hara close,caravn park,mosman,2486,nsw,19131214,5855784
rec-1263-org,benjamin,matthews,,anzac house (cnr archer s street,torquay,3672,sa,19221224,3995925
rec-1559-dup-1,jessica,rivera,quick street,jasmine ldoge,kingsthorpe,5605,,19620906,1054434
rec-1561-dup-3,lara,slpee,lamington street,rosehill,albany creek,6020,wa,19010927,2204911
rec-419-org,david,sydorenko,fuhrman street,the manor braeside,sefton park,3153,vic,,1746512
rec-875-org,hollie,lillie-hinrichs,hemmings crescent,kilvinton village,banyo,4030,,19251130,4920253
rec-1363-dup-2,reece,lyden,cobar lpace,deergarden caravn park,marulan,2002,sa,19881122,2283032
rec-550-dup-1,lucida,mcneill,ashburton circuit,malekula,,3223,qld,19090228,4361711
rec-1179-org,lily,priest,nemarang crescent,yellow dam,westmead,2250,tas,19401205,2293160
rec-343-dup-0,silas,butter,tubruubcca,burkitt s treet,canley vale,2031,nsw,19431110,7275629
rec-1128-dup-4,stubbs,jaxck,heard sreet,summerset,st agnes,5344,qld,19890526,1690126
rec-1786-org,liam,pulford,theodore street,tarwyn park,penrith,4816,qld,19700908,6254692
rec-180-dup-0,wztkin,raquel,albermarle place,hamilton central,auburn,6318,vic,19170312,7699627
rec-681-org,chelsea,ronan,murphy street,racecourse,urangan,4869,vic,19350815,8318674
rec-1182-dup-2,samantha,forshaw,mcmillan crescent,tarwong,thebarton,3178,nsw,19140807,8586103
rec-126-dup-2,zacyary,rollins,fimistericircuit,wathonga,brown hill,5032,nsw,,2423787
rec-1003-org,connor,clarke,de chair street,wilding,peakhurst,5204,vic,19450907,1230316
rec-1151-dup-1,thomas,miles,caley cruscent,,sunshine,4703,sa,19620721,8287970
rec-394-dup-3,alexander,mccarthy,collings street,balala dtation,blakehurst,2913,qld,19280419,1582861
rec-1527-dup-2,emiilh,,barclay street,wangrah,airlie beach,4780,vic,19090420,4870757
rec-1253-org,lachlan,bishop,newman morris circuit,granny flat rear,bellambi,2038,nsw,19541027,4547925
rec-321-dup-3,emiily,robson,bungoniastreet,st francis vlge,dianella,5066,wa,19420828,9454883
rec-328-org,,malin,deamer crescent,westmead accom,st clair,4879,act,19461215,1332042
rec-512-org,caleb,white,griffiths street,berragoon,mount isa,2122,sa,19130405,5957560
rec-958-org,shona,arbuckle,sprent street,anderwood,keysborough,6009,vic,19191013,6310771
rec-97-org,benjamin,schwinghammer,shenton crescent,kilnacrott,camden,3820,nt,19570329,4830631
rec-1988-dup-0,geofge,riddell,knoke avenue,bonnie doon,manly vale,4405,sa,19360413,2523840
rec-1534-dup-1,isabella,rundle,fawkner street,emerald agrigultural college,pottsville,6154,nsw,,6097070
rec-1186-org,grace,friebel,edwell place,villa 2,moorabbin,2117,wa,19151028,7313566
rec-1512-dup-0,zarran,bradshaw,carnegie crescent,,,6147,nsw,19350707,7831798
rec-1669-dup-1,noah,homahnn,cowper street,,toorak,3551,vic,19940914,4356988
rec-1990-dup-4,emma,goldesr,fullerton crescent,care ypark,campsie,2107,qld,19260419,1677968
rec-54-org,dillon,stubbs,murphy street,the swamp,salisbury east,7305,sa,19851018,8097614
rec-1780-org,samuel,milburn,skirving place,,kyabram,2191,nsw,19721128,9177714
rec-1111-dup-3,pwige,sach,,renown,gawler west,2031,nsw,19791109,2530372
rec-189-org,tynan,pota,ijong street,smthfld,eimeo,4076,nsw,19160119,8487584
rec-656-dup-3,danielle,reid,kootara crescent,,wannissa,4220,wa,19530118,3310083
rec-1868-org,koula,liddy,perry drive,withern house,devonport,5097,wa,19871115,6488432
rec-1965-org,lucy,sandman,vincent place,the spur,camden south,3199,nsw,19830308,2887497
rec-1602-dup-1,stephanie,white,tambo street,dunfieldp ark,eight mile plains,3711,nsw,19460625,9261342
rec-575-org,tahni,murton,macfarland crescent,,ryde,3220,,19231110,4111794
rec-854-org,ebony,morby,macgillivray street,condavale,armidale,2111,nsw,19840906,3945914
rec-1417-org,kobe,george,tenison-woods circuit,cliff house 2,frankston,3028,qld,19960914,8823656
rec-438-dup-0,barnagy,egan,britten-jones drive,rawdon,kaleen,4304,vic,19270529,6442215
rec-1067-dup-0,jon,humphreys,gangele street,eastwood co ttage,woy woy,4400,vic,19890520,6017011
rec-106-org,mackenzie,buzow,snowden place,windsor lodge,greenhill,2152,nsw,19420118,2858815
rec-784-org,bianca,matthews,wentworth avenue,mt pleasant,toowoomba,6743,nsw,19140128,1935299
rec-1534-dup-0,isabella,mson,emerald agriglutural college,fawkner street,pottsville,6154,nsw,,6097070
rec-1764-dup-2,,leslie,edmondsoqn street,baringa cottage,gorokan,3032,nsw,19390623,4197267
rec-452-dup-2,judag,jeffries,condamine street,tinaroo falls,canterbury,2165,nsw,19350906,6982633
rec-1707-dup-3,,gillard,matina sntreet,sun city resort,ascotp ark,4107,wa,19760203,9491843
rec-1155-org,chelsea,colquhoun,tillyard drive,rowethorpe,noarlunga downs,2800,nsw,19690220,4281779
rec-1078-org,lachlan,kerslake,cossington smith crescent,deuverney,clovelly,3197,vic,19901030,8553054
rec-1857-dup-1,micaela,thrussell,markellb place,nunnlok,frenchs forest,6782,qld,19250608,7131335
rec-1589-dup-0,jake,burnell,bennelong crescent,gret amain,ivanhoe,5066,nsw,19360809,9639692
rec-1632-dup-0,sam,stephenson,geeves curt,,logan reserve,4160,vic,19300207,7577085
rec-1543-dup-1,jarvis,matthews,derrington crescent,the meadows,centennial park,2077,nsw,19750315,3771528
rec-1210-dup-2,luke,hindess,gledden street,nairnlodge,clarence park,4703,qld,19011024,1089096
rec-533-dup-3,zachary,owerko,bendigo street,maroubra beach,maclean,2756,,19470101,4914201
rec-1045-org,harry,mcneill,,,bicton,6751,nsw,19920730,5511748
rec-283-dup-1,charie,prumavera,dawes street,st francis vlge,dover heights,2533,nsw,19250314,3173638
rec-619-dup-3,harry,tippins,bussauw close,,klemziog,4005,nsw,19490706,7994028
rec-892-org,sophie,petersen,ivo whitton circuit,flr 5 john flynn medical centre,singleton heights,3094,nsw,19440521,1237520
rec-147-org,matthew,seddon,collingridge street,port 366,paralowie,3803,nsw,19920305,6514580
rec-1044-org,nicole,carbone,schlich street,simpson army barracks,toowoomba,3000,wa,19030926,8190756
rec-1313-dup-0,benjamin,larg,wilson atreet,suunybrae,belrose,2067,tas,19451103,9646332
rec-908-org,beth,bambling,maclagan street,centennial glen,gowanbrae,5062,nsw,19640705,5577694
rec-844-dup-3,caresse,lyden,nemarang crescent,sunnyspot farm,nunawading,3199,sa,19250803,3017029
rec-638-dup-0,jinni,ongley,derrington crescent,mt sutrt,wahroonga,6007,vic,19200511,1805536
rec-525-org,daniele,marceta,halford crescent,kamilaroi cottage,lakes entrance,6072,wa,19820807,8788410
rec-1632-dup-1,sam,stephenson,mossburn,geeves court,logan reserve,4160,qld,19300207,7577085
rec-1074-org,bridget,crosswell,parkhill street,blueberry hill,warnbro,3148,sa,19640129,8277929
rec-1238-org,liam,roebuck,ashby circuit,belgrade park,padstow,3002,nsw,19591028,3685347
rec-1228-dup-1,hayden,covino,deamer crescent,glengar iffe,north tyde,2750,qld,19541104,2494239
rec-246-dup-0,macy,klemm,bonython street,,aitkenvale,2485,vic,19970322,7990048
rec-362-dup-2,spicer,anika,melrosel drive,rmbe 770,view bank,2076,nsw,19861012,5087622
rec-251-dup-0,jaden,collier,hale place,taronva,nightcliff,3193,nsw,19331205,3528865
rec-1593-org,bianca,tunstall,hoban place,birubi point caravn park,palmerston,3144,sa,19280123,1340988
rec-749-org,samantha,drechsler,mara place,tower b rockdale,rochedale south,5495,nsw,19330422,8882745
rec-1418-dup-2,wittchen,ewan,barnettlcose,ronobri,bonnellsebay,2295,vic,19920618,9662319
rec-1026-dup-0,xani,green,phill ip avenue,,armidale,5108,nsw,19390410,9201057
rec-1105-org,bailey,white,araluen street,,coralville,2114,qld,19131103,4312580
rec-77-dup-1,adam,eveston,kirkland circuit,warrawong,,2192,act,19940623,7917723
rec-739-org,mitchell,chanter,learmonth drive,bayview towers,benowa,3150,qld,19220713,7191519
rec-304-dup-0,james,sebregts,holden crescent,,greensboough,3300,nsw,19040404,5342529
rec-796-dup-1,,vassiliotis,mortimer lewis drive,hattah-k ulkyne,leongatha,5022,nsw,19910804,4669127
rec-1012-org,chelsea,morrison,hansen circuit,public building,golden bay,2680,nsw,19621020,6038747
rec-1938-dup-1,zac,maynard,spowers circuit,,nambour,3500,vic,19041015,8703080
rec-809-dup-0,tiarna,reis,dines place,brentwood vlge,athelstone,2250,vic,19820122,4863287
rec-1320-dup-4,kexel,amber,daintree crescent,,new farm,4061,vic,,9952722
rec-1405-org,fyynlay,delfos,yumba avenue,karobean,frankston,7051,qld,19410702,2399211
rec-1491-dup-0,blaye,stanfield,nimbin street,glenlee,arundel,3034,nsw,19970826,4080455
rec-810-org,benjamin,santangelo,case place,roseglen,winthrop,3020,vic,19140729,2496528
rec-1468-org,nathan,afford,standbridge place,moriah fields,orange,3073,wa,,8483826
rec-1216-dup-2,alexandra,rohleader,kurrama close,albiongrove,kilmore,4218,sa,19260609,4210279
rec-1176-org,freya,springthorpe,mina wylie crescent,locn 3439,st clair,6158,nsw,19120525,7654842
rec-935-org,brydee,westermann,burkitt street,mlc centre,banks,3350,vic,19910126,1387695
rec-1227-org,kira,blowes,goyder street,bellfield,davistown,2166,sa,19890603,1610583
rec-617-org,brooklyn,van de kamp,nummerak close,weerona grabben gullen,clifton springs,5097,nsw,19900906,1277188
rec-418-dup-0,willow,bennell,holyman s treet,,wetherill park,3030,,19330323,6683840
rec-960-dup-2,timohy,nevilel,fihelly street,villa 2,st lcuia,3108,wa,19781123,1955388
rec-1851-dup-1,madeleine,bibb,henty street,walea,nambour,4500,tas,19970902,9875243
rec-901-dup-1,mila,tongyode,dingo dlats,touristpark,gray,3620,vic,19071010,8299710
rec-873-dup-0,danidlle,fleet,watterson place,,elsternwick,2450,nsw,19660616,7967457
rec-1678-org,makayla,thorpe,macdonnell street,yakilli park,kogarah,3450,qld,19440116,1754223
rec-1188-org,olivia,tiffin,de lissa street,sunnyspot farm,peregian beach,3500,tas,19110102,2900307
rec-643-org,emiily,,star close,silverweir,yarram,4505,vic,19950402,5928066
rec-1011-org,sophie,bullock,boolee street,,port fairy,6076,sa,19510426,3859714
rec-453-org,david,goldsworthy,palmer street,kilburnie,caulfield north,2200,vic,19650226,3383985
rec-1597-dup-0,louise,breheny,hawker street,byamee,woodcroft,2165,sa,19460104,3854020
rec-1237-org,emiily,pardey,cane place,rhodes cottage,gidgegannup,2097,nsw,19710322,4534889
rec-1332-dup-1,cadwallader,cooper,mckillopc ircuit,ohio ststion,kellyikle,4165,vic,19560918,9773620
rec-1278-org,chelsea,o'day,,woodleigh,woodlands,3179,nsw,19060726,9669480
rec-918-org,eboni,pantazopoulos,allott place,wyoming park,aldgate,2325,sa,19860807,9030076
rec-645-org,lily,ho,mccabe crescent,apple cottage,bellevue hill,2758,qld,,8123343
rec-178-dup-3,sophie,pasoce,,lamingtonnstional,pacific paradise,3248,sa,19941127,9967952
rec-1791-dup-0,melissa,redmeind,crawford crescent,braemore,monbulk,4852,sa,19501114,7547575
rec-12-org,barnaby,siggins,hurley street,lakes retirement estate,kempsey,5162,vic,19981021,5752610
rec-574-dup-0,alisa,ezis,lowerson place,littled ale,heahtfield,6006,vic,19910312,8388422
rec-1382-org,brooke,nguyen,truganini place,tallinga park,chelsea heights,6062,vic,19240812,8781682
rec-353-dup-0,darcy,shepherd,,unt 2,kinrsos,2540,nsw,19771226,6039792
rec-1193-dup-2,hamish,gilles,godfrey street,cassadraeen,burleigh wqters,2370,nsw,19180822,6415612
rec-293-dup-1,samuel,voivodich,manton place,brentwod o vlge,budtdina,4218,nsw,19820724,2733496
rec-1957-dup-0,cannell,elal,mainwaring rich circuit,kincumbern autical vlge,asquith,4075,nsw,19570915,2076456
rec-671-dup-0,abby,robsno,anzac park,chanak,ettalong,3149,qld,19840131,7511641
rec-592-dup-3,georgia,cookson,turner place,kapeia,salisbury east,3804,qld,19530305,2134191
rec-355-org,kaitlin,dixon,ware place,spylaw farm,morwell,2617,nsw,19420804,4342419
rec-554-dup-0,dominmic,dixon,candlebark close,elmwood,orangr,4178,act,19420309,4798978
rec-1127-org,,morrison,parnell place,,davistown,2580,nsw,19620915,3101161
rec-248-dup-1,stephatnie,spogn,kenyon circuit,waverley lodge,normannhurst,3182,nsw,19430901,6128280
rec-559-org,henry,bloomfield,mcdougall street,bendigo retirement village,rosebud,4563,wa,19321112,1646845
rec-1057-dup-1,charlie,roussounis,gledden street,woorabinda,craigomre,6076,nsw,19461111,7379154
rec-829-org,kyra,wilde,groom street,binbimbie,young,3859,qld,19220601,6073461
rec-700-org,christian,white,boolee street,noss,doubleview,4352,nsw,19491125,2992541
rec-1791-dup-2,melissa,redmondu,braemore,alroy circuit,long jetty,4852,sa,19501114,7547575
rec-1665-dup-1,reece,garn egt,maclagan street,environa,carlingford,879,nt,19390828,3123598
rec-279-dup-4,alia,dobrzycki,brittlebankcircuit,yarratbah,loganlea,2790,vic,19960130,4588807
rec-1091-dup-1,ronan,anthomy,newman morris circuit,old lake thotel,chittering,2148,vic,19710321,5778625
rec-639-org,emmet,george,curtin shopping centre,palm lake resort,newington,4860,sa,19860806,4029448
rec-444-dup-1,zacariah,morcom,dixon drive,bletchly park,toowoomba,2068,wa,19020803,1961455
rec-1242-dup-2,caleb,lund,dookie street,yarraibe,harrictown,3218,nsw,19340220,3084413
rec-169-dup-0,kimberly,pavli,pennefather street,,north sycney,3056,nsw,19600628,8999689
rec-1034-dup-1,erin,maynard,wilshire street,warialda,little irver,2777,vic,19970430,1815999
rec-19-org,jack,stanfield,weddin circuit,holmeleigh,madora,4350,wa,19061202,7739222
rec-967-dup-0,eliza,sherriff,a'beckett street,,craigie,4280,nsw,19471027,9700056
rec-1847-org,sarah,petersen,shenton crescent,vincent court,birkdale,4311,act,19770508,3615543
rec-1302-org,grace,chitti,neeld place,treasalee,wyoming,3501,wa,19670723,9584513
rec-523-org,aidan,walkley,bunbury street,glenview,ryde,2579,sa,19980813,1928366
rec-1960-dup-3,isabella,white,chowne street,short st (cnr first ave) & albion park r,para h ilsl,3149,sa,19380127,1518649
rec-1060-org,,cochrane,wollongong street,sec 488,bayswater,4172,vic,19311213,5453149
rec-1226-org,zachariah,walkley,thornhill crescent,brentwood vlge,little mountain,2283,tas,19710311,9623159
rec-588-org,mitchell,nguyen,pleasance place,boxwood vale,sippy downs,2560,qld,19131126,8058525
rec-885-dup-4,stella,chandler,ebdenstreet,rosettavillage,coffs harbour,6304,vic,19741215,8164610
rec-421-dup-1,charlie,eberg,brewster place,summerdale medical centre,frankston,4570,vic,19711020,3939901
rec-1445-dup-0,lachlawn,hersey,southern cross drive,teazles,frankston,2065,sa,19620521,8117786
rec-1995-dup-0,george,ferrar,ballumbir sxtreet,rich zedaows,highgate,4558,nsw,19510224,1348684
rec-641-dup-0,anthony,coulosn,clarkso street,cadogan,tin can bay,3084,vic,19380218,4284362
rec-1893-org,jack,myriti,phillip avenue,cheviot hills,hat head,4305,qld,19020104,2920677
rec-880-dup-3,,campbell,loder place,eden mpark,rowville,3040,sa,19570115,5304980
rec-1599-org,caitlin,burford,rowell place,johnflynn medical centre,daw park,3556,nsw,19810303,7549173
rec-900-org,ashleigh,haverfield,kinsella street,,coonamble,5008,sa,19380317,4274253
rec-1021-org,thomas,george,mcmanus place,stoney creek,north turramurra,3130,sa,19630225,5460534
rec-574-org,alisa,ezis,lowerson place,littledale,heathfield,6007,vic,19910312,8388422
rec-832-org,riley,green,barwon street,pink lake caravan park,wangaratta,2168,wa,19630414,4942246
rec-145-org,charlotte,vincent,williamson street,lasswade,toowoomba,4814,nsw,19430214,1033071
rec-316-org,karissa,creten,beattie crescent,birrabilla,moranbah,2525,nsw,19360703,2328993
rec-1000-dup-0,sophie,waller,copland drive,suunybrae,mona vale,2285,vic,19380705,2972902
rec-1858-org,joshua,stephenson,hamersley place,henry kendall hostel,dilston,2319,sa,19121112,9006084
rec-375-org,sam,webb,deamer crescent,belaradah,west lakes shore,2570,wa,19361215,4408444
rec-374-dup-2,holly,,vansittart crescent,mannafields farm,coomallo,3047,wa,19361103,6664841
rec-392-dup-0,emiily,beams,kingscote crescent,cromdzle,warrae,6163,nsw,19481014,5500494
rec-1196-org,finlay,rivers,crisp circuit,kersey' south,newstead,2071,vic,19111130,1094276
rec-112-org,lachlan,crouch,gillespie street,mt annan,penrith,5040,wa,19280711,1476916
rec-1975-dup-3,alisa,marous,algan street,belvedere,ballina,3274,qld,19061125,7818366
rec-922-dup-2,brooke,nguyen,,chobe,yarracille,2107,wa,19960816,9574103
rec-1379-dup-4,oliver,salt,mcmillan crescent,halls of residencedmonash university,coffs harbour,7301,qld,19311218,7369494
rec-951-dup-0,isabela,singleton,verbrugghen street,rio rita caravn park,largs,5021,vic,19071228,6508426
rec-977-dup-4,robert,mccarthy,gudgenby close,ocean star villas,cairns,3540,nsw,19070923,5234558
rec-862-dup-1,arabella,stubbs,ringrose crescent,,millmerran,5007,wa,19261116,7685033
rec-615-dup-4,jayden,glsas,warrego cicuit,sec 202,frankston,6201,qld,19640219,6764035
rec-1558-org,cooper,rushforth,tanderra crescent,torquay,rothwell,2115,nsw,19900914,9558215
rec-1629-dup-0,maczkowiack,finn,oxley street,bulliacs treet,wantinra,2196,nt,19101031,4732796
rec-176-org,yasmin,quilliam,mcculloch street,brackengrae,hurstbridge,5107,sa,19991207,5083417
rec-1269-org,pearson,koopman,hagelthorn street,grammar school,petersham,2009,nsw,19730624,7232132
rec-26-org,,white,curlewis crescent,emu hill,upwey,2460,qld,19130119,7900611
rec-164-org,lucas,,maloney street,dalkeith cottage,craigmore,3595,vic,19111207,3698504
rec-1011-dup-2,sophie,bullock,boolee street,,port fairy,6076,sa,19510426,3859714
rec-197-dup-4,graice,morriwon,quinlivan crescent,,caulfield north,4102,vic,19460909,3999669
rec-1931-org,aimee,trzcinski,jacobs street,blue hills,frankston,2198,nsw,19280418,8941279
rec-1387-dup-0,,kempton,homburg street,yellow dam,blackotwn,3122,vic,19021108,8283089
rec-638-dup-2,jinni,onglrey,,mt stirt,coombabah,6007,vic,19200511,1805536
rec-1637-org,louis,zierholz,manifold place,beltrasna angus stud,barrack heights,5520,vic,19661015,7022760
rec-73-dup-1,blak,aldous,yambina crescent,nort hdara,west perth,3805,nsw,19811017,2067414
rec-459-dup-3,georgia,pettigrove,sinclair street,,prairie,2478,nsw,19231019,9695933
rec-1983-dup-2,talia,olivefi,ankaa place,westlkeigh,mosman,3311,qld,19020831,8405432
rec-820-org,toby,mason,smyth place,hartley st school,redhead,2212,qld,19971021,9080629
rec-73-dup-0,jessica,aldoud,yambina crescent,northd ara,brunswci k heads,3805,nsw,19811017,2067414
rec-745-org,kyle,matthews,tristania street,lindis faime,lower templestowe,3351,qld,19930618,9797918
rec-844-org,caresse,lyden,nemarang crescent,sunnyspot farm,nunawading,3199,sa,19250803,3017029
rec-6-dup-3,kayne,gillard,bursaria street,,leeton,2621,nsw,19340427,8329801
rec-957-dup-1,caitlin,gallirhir,lanley square,cashbaxr,rochedale south,2790,sa,19621226,3809831
rec-1594-org,leo,robson,nullagine street,,ingham,3840,vic,19560910,7184177
rec-1223-dup-0,ashlie,herbetr,spensley place,baptist retirement,whalan,3978,sa,19530521,6463138
rec-508-dup-0,damny,petersen,owen dixon drive,reg simpob court,minto,3029,wa,19441022,6090944
rec-793-org,nicholas,lovelock,collingridge street,rooganore,ardeer,2756,act,19911014,8010826
rec-748-dup-0,zarran,fenwikc,thom crescent,wallendoon station,mount evelyn,6163,tas,19001007,4000010
rec-1432-org,griffin,hannett,andrews street,booroondoo north,craigmore,6009,nsw,19290315,9735493
rec-289-dup-3,ainslye,blake,endeavour street,sheep station,redhesd,7015,qld,19860920,1261880
rec-784-dup-1,bianca,matthwes,wentwort h avenue,mt pleasant,toowoomba,3585,nsw,19140128,9714560
rec-1857-dup-2,michaela,thrussell,markell place,,frenchs forest,6728,qld,19250608,1947368
rec-1548-dup-0,jack,brock,duhig place,,boyaunp,2484,nsw,19800422,8460078
rec-279-dup-1,alia,dobrzycki,brittlebank circuit,yarrabmah,loganlea,2709,vic,19960130,4588807
rec-395-org,olivia,green,mugga way,dunoon (cnr camp r road,avenell heights,6148,vic,19051029,6438790
rec-1172-org,takeisha,kaufman,holman street,mclean vlge,cooroy,2229,vic,19970116,5410937
rec-1717-dup-1,teneille,lamprey,forrest place,terra nostra,baysware north,4160,vic,19281101,9687938
rec-491-dup-0,eliza,runfle,warabin crescent,east oad,mermaid waters,2644,nsw,19480101,3405386
rec-680-org,chelsie,kearnes,schomburgk street,glenveagh,dianella,5573,vic,19350421,7712196
rec-834-dup-1,rhys,schuetz,howarth place,villa 19,keysborough,2024,vic,19440909,5276446
rec-1872-org,owen,dudley,shumack street,shallow crossing,logan,2166,sa,19550402,2640696
rec-530-org,jack,facci,packer street,somerton park,belrose,3806,sa,19960816,1697247
rec-1403-dup-3,mikaela,white,anzacpark,,blair athol,4557,nsw,19811017,4853274
rec-587-org,zac,passalacqua,durham place,bexley,ashwood,2222,nsw,19890206,1082732
rec-256-dup-4,,tadege,mcinnes street,,scarborough,2870,nsw,19001013,3817644
rec-1513-dup-1,anita,brock,canaway place,rosetta zillage,mount warren park,2049,qld,19540610,4746605
rec-1201-dup-0,tommi-lee,tiut,vincent place,aranmor,orchard h ills,7250,tas,19200805,1237681
rec-1736-dup-0,jaggah,waller,hayfiel vlge,murray crescent,ferryden park,2015,nsw,19240709,9945221
rec-1977-org,jack,coleman,parkin street,tara park,tarragindi,4226,qld,19280820,1254211
rec-1232-dup-4,connor,rawlings,,oxf ord,kuraby,4216,qld,19330925,2468428
rec-713-org,sarah,gukulurruwuy,barrow place,elston,ryde,3064,wa,19121206,9247927
rec-329-dup-1,abbey,hoang,,robgil l farm,noble wpark,2444,wa,19621226,6810521
rec-1252-dup-0,grace,george,hopegoodplace,willow lmdge,bonython,2550,nxw,19200909,7396495
rec-410-org,jordan,ryan,carnegie crescent,tahmoor,millbrook,6004,vic,19900903,2479030
rec-1708-dup-3,reece,miels,woronora street,wandearah,leslir vale,3110,nsw,19410117,4643316
rec-1981-org,chloe,crosthwaite,ashkanasy crescent,rosedale,canterbury,4215,nsw,19550722,8848058
rec-456-dup-2,joshua,green,lypiatt,maddock place,edgecliff,6244,qld,,4331979
rec-1662-dup-1,daniel,rees,livingston avenue,st francis room,mooroolbark,3977,qld,19830926,8979554
rec-1142-org,,webb,barber crescent,gundaline,eleebana,3741,nsw,19281205,5814003
rec-1672-dup-1,jamse,trevan,cumpston place,pacific palms caravn park,capetree,3350,qld,19620905,3977077
rec-270-org,gemma,kopetow,morgan crescent,laane coree,largs north,2478,nsw,19461104,3397501
rec-685-org,connor,grosser,herschell circuit,cladagh cottage,denhams beach,3083,qld,19230612,5253252
rec-278-org,helena,ebert,garratt street,braeburn,aspley,2024,vic,19710327,2510937
rec-48-dup-0,riley,iacopetta,girdlestone circuit,,yackandandah,3797,qld,19660915,1021033
rec-788-dup-3,charlotte,glass,sculpto r street,green far m mates,hahndorf,2581,qld,19510713,3792276
rec-816-dup-2,caleb,hage,mcdermottstreet,the will ows,yamba,4360,sct,19110405,5267640
rec-847-org,abby,toseland,haines street,hilldale,mosman,2877,sa,19100830,4439847
rec-1379-dup-1,olivee,sal,mcmillan erscent,hallsof residence monash university,coffs harbour,7310,qld,19311218,7369494
rec-1332-dup-0,cooepr,cadwalwlader,mckillop circuit,ohio station,kellyville,4175,vic,19560918,9773620
rec-1276-org,anastasia,green,erindale drive,villa 102,portarlington,2285,nsw,19720728,3163826
rec-738-dup-1,rachel,,hilder street,berowra,palmerston,4740,nsw,19550530,6410415
rec-960-dup-3,ne ville,jack,fihellystreet,villa 2,st lucia,3108,wa,19781123,1955388
rec-1131-dup-0,lauren,heenan,warland place,belebe,st clair,3630,sa,19490630,2210907
rec-1389-dup-0,john-paul,binns,brand street,,mawson,4012,nsw,19070612,9026975
rec-314-org,harrison,campain,ossa place,,mooroolbark,6155,vic,19870409,4394472
rec-941-dup-3,cobuy,berry,agnewstreet,,cremorne,3088,vic,19570701,1390881
rec-1690-org,thomas,white,monaro crescent,birrabilla,point lonsdale,2088,wa,19310818,5855559
rec-1600-dup-3,tahlia,vacchiani,newland street,tahmoor,blackbutt,2304,qld,19041007,5476244
rec-1984-org,mitchell,,legge street,sec 552,campbellfield,2761,,19850131,3318920
rec-493-org,callum,glossop,ratcliffe crescent,rowethorpe,st kilda east,6156,wa,19851219,1406566
rec-1548-dup-2,,brokc,duhig place,,boynaup,2488,nsw,19800422,8460078
rec-479-dup-1,natalee,coleman,minns place,,waterman,3910,vic,19120405,3646292
rec-944-org,cooper,coxon,downard street,homewood,laanecoorie,3128,sa,19070923,5430172
rec-1584-dup-0,patrick,dargavlile,cerutty crescent,rosedale,st luca,3364,nsw,19770925,5982994
rec-221-org,bailey,bevis,moorhouse street,,hawthorn,3220,nsw,19840317,9030562
rec-463-org,kyle,rothe,tipping place,rosetta village,mittagong,2203,nsw,19520102,4930237
rec-1207-dup-3,joshua,kenneialy,bardolph sgreet,gardebest,killlara,2500,wa,19880210,2571059
rec-748-org,zarran,jiang,thom crescent,wallendoon station,mount evelyn,6163,tas,19001007,4000010
rec-205-org,lachlan,thorpe,blinkhorn place,geekabee,cordeaux heights,2257,qld,19220128,5584987
rec-907-org,laura,braunack,durville crescent,parkmoor,graceville,2536,nsw,19550419,6978084
rec-177-dup-1,joshua,parr,,,bungwahl,6251,vic,19950525,7710315
rec-1995-dup-1,george,ferrar,ballumbir street,richmeadows,highgtae,4558,nsw,19510224,8456781
rec-1035-org,jaiden,rollins,rossarden street,tulgeywood,balwyn north,2224,nt,19280722,7626396
rec-1818-org,aidan,nguyen,mackenzie street,port hedland regional hospital,camperdown,2573,nsw,,3707777
rec-104-org,benjamin,carbone,wattle street,arthella,orange,3550,vic,19050820,3677127
rec-1900-org,caresse,thost,schlich street,wildefell,tahmoor,4121,nsw,19200424,1155162
rec-1813-org,oliver,green,fisken crescent,brackengrae,camp hill,2207,qld,19500515,3509865
rec-662-dup-3,andrew,warneke,namadgi circuit,carragarra,dalby,3000,nsw,19140410,5449129
rec-816-org,caleb,hage,mcdermott street,dallyn,yamba,4350,act,19110405,5267640
rec-148-dup-0,jordsn,lanyon,,,mona vale,6230,qld,19161215,9181688
rec-1017-org,georgia,blake,huntly,bristin,jesmond,830,wa,19470129,4756378
rec-1953-dup-2,joel,ryamn,lance hill avenue,cameroo,forest hill,3070,nsw,19320239,7563426
rec-567-org,isabella,shandley,fincham crescent,wilga,thebarton,2642,nsw,19520602,2401777
rec-1022-dup-3,jackson,christo,fowles street,mou ntveiw,burleig heads,2830,sa,19830807,2932837
rec-628-org,cambell,de la cruz,wirraway crescent,boxgrove,balaklava,2111,nsw,19870911,4131610
